Part_ID,Group,School,Grade,Age,Use,Use_School,Exposure_Score,Exposure_Group,Exposure_Binary,DELE,BESA_Other,BESA_Subj,AoA_ENG,AoA_SPA,Langs,Age_Arrival,Task,Item,Verb,Short_Prop,Property,Structure,Mood_Use,Mood_Freq,DOM_Use,Agr_Use,Comp_Use,Prod_Code,Davies,CORPES,WordList,Davies_Centered,Davies_Centered_Std,Davies_Std,CORPES_Std,LOR,Composite_Freq,Use_Std,Use_Joint,Use_Joint_Std,BESA_Other_Std,BESA_Subj_Std,BESA_Total,BESA_Total_Std,DELE_Std,Exposure_Score_Std,Mood
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,37,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,5,-1.0864992730033696,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,37,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,5,0.7529328161684474,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,37,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,5,-0.39105612643050475,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,37,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,5,-0.8802940094738126,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,37,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,5,1.5563237423350156,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB03,SDB,NA,NA,42,5,25,2,SDB,SDB,45,10,4,6,0,3,NA,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,NA,-0.8073939030637487,-1.7769004179298211,30,1.6560914043908688,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,NA,0.3659305090510331,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,NA,1.5301452246385066,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,NA,-1.0864992730033696,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,NA,0.7529328161684474,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,NA,-0.39105612643050475,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,NA,-0.8802940094738126,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,NA,1.5563237423350156,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB04,SDB,NA,NA,31,23,5,2,SDB,SDB,50,14,4,10,0,2,NA,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,NA,-0.8073939030637487,1.351989448424861,28,1.3267030587661648,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,NA,0.3659305090510331,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,NA,1.5301452246385066,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,NA,-1.0864992730033696,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,NA,0.7529328161684474,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,NA,-0.39105612643050475,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,NA,-0.8802940094738126,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,NA,1.5563237423350156,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB05,SDB,NA,NA,42,20,4,2,SDB,SDB,50,10,4,7,0,2,NA,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,NA,-0.8073939030637487,0.830507804032414,24,0.6679263675167569,-1.1101038714117328,0.242413101348268,14,-1.1037946733259267,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,10,0.3659305090510331,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,10,1.5301452246385066,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,10,-1.0864992730033696,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,10,0.7529328161684474,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,10,-0.39105612643050475,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,10,-0.8802940094738126,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,10,1.5563237423350156,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB06,SDB,NA,NA,40,17,3,2,SDB,SDB,48,14,4,12,0,2,30,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,10,-0.8073939030637487,0.3090261596399669,20,0.009149676267349052,0.9393186604253146,0.242413101348268,18,0.9876057603442471,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,9,0.3659305090510331,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,9,1.5301452246385066,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,9,-1.0864992730033696,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,9,0.7529328161684474,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,9,-0.39105612643050475,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,9,-0.8802940094738126,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,9,1.5563237423350156,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB07,SDB,NA,NA,24,19,4,2,SDB,SDB,45,11,4,15,0,2,15,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,9,-0.8073939030637487,0.6566805892349316,23,0.503232194704405,-0.5977482384524709,0.242413101348268,15,-0.5809445649083832,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,0,0.3659305090510331,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,0,1.5301452246385066,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-18,peinar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,6151,3173,91504,NA,NA,-1.1442920342108076,-1.0287065117959315,0,-1.0864992730033696,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-26,llamar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,303936,207733,8248273,NA,NA,0.5696765783610872,0.9361890539758077,0,0.7529328161684474,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-33,cuidar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,208160,26928,1534607,NA,NA,0.01841624678734838,-0.8005284996483579,0,-0.39105612643050475,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-41,pintar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,45606,22466,893704,NA,NA,-0.9171998985793148,-0.8433881203683105,0,-0.8802940094738126,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-46,tratar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,590952,203027,9516595,NA,NA,2.2216617868367825,0.8909856978332489,0,1.5563237423350156,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB09,SDB,NA,NA,26,8,4,2,SDB,SDB,48,13,4,6,0,5,26,FCT,FCT-55,amar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,60260,28864,1318934,NA,NA,-0.832855502291293,-0.7819323038362045,0,-0.8073939030637487,-1.2554187735373743,12,-1.3084037062314668,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB10,SDB,NA,NA,23,11,4,2,SDB,SDB,50,13,4,6,0,3,21,FCT,FCT-03,mirar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,186441,197558,3683993,NA,NA,-0.10659234765645834,0.8384533657585245,2,0.3659305090510331,-0.7339371291449271,15,-0.8143211877944109,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
SDB10,SDB,NA,NA,23,11,4,2,SDB,SDB,50,13,4,6,0,3,21,FCT,FCT-11,llevar,DOM,DOM,DOM,NA,NA,1,NA,NA,NA,418316,301022,13841181,NA,NA,1.2280164205491535,1.8322740287278596,2,1.5301452246385066,-0.7339371291449271,15,-0.8143211877944109,0.4269630274660528,0.242413101348268,17,0.46475565192670365,NA,0.24241310134826866,Indicative
